loss_a,loss_b,epoch,time
0.13471575009982706,0.133419304001377,1,2026-01-09 19:02:21.312044+00:00
0.10846079740373568,0.10089513389143907,2,2026-01-09 19:20:44.373078+00:00
0.08696677442140506,0.07989507499382871,3,2026-01-09 19:39:03.167762+00:00
0.06813770968224354,0.06046726258036277,4,2026-01-09 19:57:24.042870+00:00
0.061493548942137495,0.048175792181971426,5,2026-01-09 20:15:44.764192+00:00
0.057109354810353896,0.04352103820591594,6,2026-01-09 20:34:01.964470+00:00
0.055152805055352465,0.04159328280395018,7,2026-01-09 20:52:21.043871+00:00
0.05387816549888973,0.040519782385549784,8,2026-01-09 21:10:39.592665+00:00
0.053317379705978996,0.039518868587768395,9,2026-01-09 21:29:00.137856+00:00
0.05236126384287502,0.03853489209351869,10,2026-01-09 21:47:20.867101+00:00
0.05141543235301515,0.03783943923011822,11,2026-01-09 22:05:43.692004+00:00
0.05097565768550639,0.0372405724107534,12,2026-01-09 22:24:06.310847+00:00
0.05037948913101492,0.03658853724912894,13,2026-01-09 22:42:26.135721+00:00
0.04979850340677404,0.0360765579773891,14,2026-01-09 23:00:48.232270+00:00
0.049522211068663106,0.035622173343638805,15,2026-01-09 23:19:12.992201+00:00
0.049194174080059445,0.035077646122067825,16,2026-01-09 23:37:34.430659+00:00
0.04859765353416346,0.03472660902416569,17,2026-01-09 23:55:54.040902+00:00
0.048168757440829185,0.03444505500039835,18,2026-01-10 00:14:15.556544+00:00
0.04801783538869514,0.034001707568250855,19,2026-01-10 00:32:37.568501+00:00
0.04772953406204666,0.03373302218443589,20,2026-01-10 00:50:58.955125+00:00
0.04734971012877322,0.03359508688108446,21,2026-01-10 01:09:19.645067+00:00
0.04715607923623246,0.033034532090427775,22,2026-01-10 01:27:39.534983+00:00
0.04690417901709162,0.03283673016304486,23,2026-01-10 01:45:54.813969+00:00
0.046329080927189285,0.032533481049126595,24,2026-01-10 02:04:14.494469+00:00
0.04645078459833089,0.03222759696601451,25,2026-01-10 02:22:34.762254+00:00
0.046056955991405635,0.031835332043269125,26,2026-01-10 02:40:51.074574+00:00
0.04579120332596402,0.031697032653451876,27,2026-01-10 02:59:06.694705+00:00
0.04592687859560338,0.03153798612855175,28,2026-01-10 03:17:26.329983+00:00
0.04540096020247516,0.03123688251636494,29,2026-01-10 03:35:43.553935+00:00
0.04542378863298345,0.031019922270229035,30,2026-01-10 03:53:58.909483+00:00
0.04528428361504928,0.030845828211627246,31,2026-01-10 04:12:13.429391+00:00
0.04488858842644198,0.03060760006337102,32,2026-01-10 04:30:31.929676+00:00
0.04445655305951948,0.030470959081446532,33,2026-01-10 04:48:46.091881+00:00
0.04456904305580475,0.030193845783556557,34,2026-01-10 05:07:02.576250+00:00
0.04437080933730264,0.030123551089987443,35,2026-01-10 05:25:19.970401+00:00
0.044264922329577905,0.029928415242967934,36,2026-01-10 05:43:32.141769+00:00
0.044006634029734634,0.029670382172611483,37,2026-01-10 06:01:46.620869+00:00
0.04372136018228257,0.029420381817267315,38,2026-01-10 06:20:03.351892+00:00
0.043483389044801396,0.02927079214018652,39,2026-01-10 06:38:15.903892+00:00
0.04362902191977848,0.029136900215541724,40,2026-01-10 06:56:32.305700+00:00
0.043385524738051885,0.028972545151966286,41,2026-01-10 07:14:44.458938+00:00
0.04327369539987767,0.028887386495868365,42,2026-01-10 07:32:56.393994+00:00
0.0433498106368771,0.028750047470189603,43,2026-01-10 07:51:09.661949+00:00
0.04315923240992073,0.02860890871834481,44,2026-01-10 08:09:22.264425+00:00
0.0427705336918776,0.02843850176510226,45,2026-01-10 08:27:34.966162+00:00
0.04282554372345807,0.028384703583301713,46,2026-01-10 08:45:47.466806+00:00
0.04252882298952775,0.028215868578388772,47,2026-01-10 09:04:04.242105+00:00
0.04244143389650688,0.02807085451980432,48,2026-01-10 09:22:21.812855+00:00
0.042408908732321074,0.027919904056979323,49,2026-01-10 09:40:35.891014+00:00
0.04237281684817254,0.027866230098623424,50,2026-01-10 09:58:53.232031+00:00
